INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS,TUITION FEE,AFFILIATED
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,68518,71683,103270,114450,78831,78831,76119,76132,74700,78361,91031,110812,119810,121476,92925,112506,72581,78076,72000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,CSN,COMPUTER SCIENCE & ENGINEERING (NETWORKS),102822,102822,114418,114418,113470,116538,102822,102822,115186,117377,102822,102822,102822,102822,102822,115885,110547,110547,72000,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,HAYATHNAGAR,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,95492,115282,116816,116816,110002,118323,95492,115282,98346,115282,95492,115282,122775,122775,118979,125895,115539,115539,72000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,118214,118214,118214,123744,118214,118214,118214,118214,118214,118214,118214,118214,118214,118214,120879,123744,118214,118214,68000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),72013,74564,103218,108842,108897,118144,72013,74564,85312,106926,105392,105392,124838,124838,81269,81269,92511,92511,68000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,54781,57613,104004,110022,76085,76588,54781,57613,77018,80367,102463,102463,119704,119801,94633,116310,71878,71878,68000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",73303,73303,117120,117120,104480,115165,73303,73303,94197,99645,118425,118425,124077,124698,121082,125656,81938,93194,68000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),96883,96883,104520,116614,116382,116382,115235,115235,98707,115063,96883,96883,125588,125588,120809,120809,109146,109146,68000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,91160,91160,117329,117329,115558,117910,91160,91160,111040,115191,91160,91160,125398,125398,121655,124883,104902,105788,68000,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,75427,90169,117547,117547,113470,113470,75427,90169,75427,90169,75427,90169,75427,90169,119905,119905,75427,90169,68000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90842,102509,116510,116510,106456,106456,90842,102509,90842,107761,90842,116366,120979,124104,125834,125834,99368,102509,50000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,54890,54890,90763,90763,74266,76482,54890,108547,74464,78988,74978,100333,119308,119308,68244,122961,72101,72101,50000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",68475,85916,107369,111804,117367,117367,68475,85916,94913,94913,117085,117085,125970,125970,124957,124957,103308,110063,50000,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,88174,105741,116573,116573,102049,114655,88174,105741,98266,105741,88174,105741,111395,111395,88174,105741,88174,105741,50000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,8238,8905,21218,25802,12863,14110,17094,17094,11051,15663,19492,19492,35979,38927,29465,37049,9724,9724,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,BME,BIO-MEDICAL ENGINEERING,71839,71839,99150,112462,75855,94296,71839,71839,99643,101868,88422,88422,120101,121211,95952,95952,71839,71839,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CHE,CHEMICAL ENGINEERING,87099,96342,107297,107297,117925,117925,87099,96342,97141,116117,99800,99800,125653,125653,125188,125188,87099,96342,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CIV,CIVIL ENGINEERING,50783,52525,102111,102111,94140,109938,50783,52525,90405,110843,100551,100551,123390,125544,79032,102481,89239,116991,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,9477,9841,24031,27006,13837,13837,46541,46541,13291,13291,9477,45753,37287,41677,33057,44185,10397,10779,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),7442,7855,19735,22915,10925,11644,23025,46650,10217,12067,21244,21244,29022,32775,20803,20803,7870,8578,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,6425,6698,16101,20425,9751,10911,12975,28394,10004,10288,15753,31946,26067,26067,15238,16629,7593,7715,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",7348,7348,19048,19048,10567,11550,7348,7348,10434,11386,18546,18546,29647,32878,10549,31821,7822,7822,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,17755,19286,38446,58381,26080,26080,24552,24552,23463,23463,54352,73395,63032,69971,44483,80258,18651,19286,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,39154,39154,99257,99257,46535,53790,60402,60402,43999,52227,115586,115586,111987,111987,41217,55602,50041,50041,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,9350,9877,21335,26266,14714,14714,9350,9877,14039,14504,23892,38853,37988,39454,28166,40568,10287,10287,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,55364,77883,106233,109009,106999,117925,55364,77883,63095,108586,102419,102419,124460,124460,79352,100216,103739,118338,135000,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,PHE,PHARMACEUTICAL ENGINEERING,101973,111964,101973,111964,113077,113077,101973,111964,101973,111964,101973,111964,101973,111964,101973,111964,101973,111964,135000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,6387,NA,18743,NA,10189,NA,29638,NA,10387,NA,27833,NA,25748,NA,25143,NA,8399,120000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",NA,7629,NA,18835,NA,11974,NA,7629,NA,11491,NA,35906,NA,35105,NA,34954,NA,8697,120000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,15181,NA,38526,NA,25151,NA,25267,NA,24998,NA,62104,NA,72882,NA,77326,NA,18134,120000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,40606,NA,112104,NA,78322,NA,40606,NA,53394,NA,114795,NA,121960,NA,108086,NA,55069,120000,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN,BACHUPALLY,MDL,GIRLS,PVT,2012,INF,INFORMATION TECHNOLOGY,NA,10251,NA,27891,NA,13128,NA,43485,NA,17426,NA,31949,NA,48685,NA,62739,NA,10259,120000,JNTUH
CASR,COLLEGE OF AGRICULTURAL ENGG,SANGAREDDY,SRD,COED,UNIV,2011,AGR,AGRICULTURAL ENGINEERING,63916,63916,70154,70154,96075,98473,63916,63916,82775,82775,76430,76430,120126,120126,63916,75464,63916,63916,10000,PJTSAU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2325,2848,6639,13751,3123,3527,5542,5542,4218,6353,6919,11453,11808,17694,6650,13918,3103,3480,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2236,2683,4980,5582,2627,2683,2236,2683,2868,3566,5090,14503,12140,16669,9888,14303,2744,3749,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,BIO,BIO-TECHNOLOGY,32248,32248,59175,108593,61822,61822,32248,32248,33465,33465,32248,32248,87245,87245,32248,59523,32248,53263,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CHE,CHEMICAL ENGINEERING,29705,34434,73558,81498,63872,93060,29705,34434,64924,80821,69810,73077,100651,118561,67621,67621,67802,67802,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),2170,2349,3238,5918,2486,4982,2170,14085,3654,6531,6124,6124,11846,20745,11854,18989,2655,3961,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CIV,CIVIL ENGINEERING,27388,30979,48750,63973,42944,44288,92830,92830,34242,50061,36966,57995,50065,51562,40094,67472,41005,41005,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CSE,COMPUTER SCIENCE AND ENGINEERING,894,1086,1935,3719,1342,1908,894,6912,1467,1728,3333,3333,5500,6197,3439,3660,1232,1503,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",1182,1480,2694,4497,1919,2197,1182,1480,2137,2137,3048,3048,6372,9259,5126,13798,1411,1673,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,4406,5324,14191,18220,7305,8852,9768,18426,6598,10775,8053,14389,15243,25544,15890,22826,5828,7605,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,8971,14600,34870,43540,17693,22049,8971,14600,16450,23514,32203,52608,38612,40061,23665,23665,14317,17610,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,INF,INFORMATION TECHNOLOGY,2967,3083,8036,8912,4811,5272,10648,10648,4376,4376,7125,18476,16315,16315,12622,18998,3447,3558,140000,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,MEC,MECHANICAL ENGINEERING,23903,36996,78894,78894,42856,50394,23903,108161,29935,59898,45825,45825,61048,77565,33303,62361,39259,52182,140000,OU
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KMR,COED,UNIV,2007,DRG,DAIRYING,76226,76226,76226,76226,96485,117258,76226,76226,110862,110862,117258,117258,103635,124149,81246,81246,76226,76226,10000,PVNRTVU
CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,RUDRUR,NZB,COED,GOV,2015,FDT,FOOD TECHNOLOGY,95349,95349,95349,95349,115879,115879,95349,95349,105890,110862,95349,95349,121215,121215,101653,121373,95349,95349,10000,PJTSAU
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,115646,115646,115646,115646,115646,115646,115646,115646,115646,115646,115646,115646,115646,115646,126001,126001,115646,115646,60000,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,43099,56615,92527,110573,64897,64897,43099,105201,58909,74056,80362,114825,113187,113187,76580,102737,64611,64611,60000,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,113578,113578,115122,115122,113578,118220,113578,115682,113578,113578,114086,114086,121435,121435,124061,125012,113578,113578,60000,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,110338,114595,115843,115843,110338,114595,110338,114595,110338,114595,110338,114595,110338,124508,120224,124226,110338,114595,60000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CIV,CIVIL ENGINEERING,99432,99432,99432,99432,112298,117075,99432,99432,118059,118059,118059,118059,123828,124628,121302,121302,99432,99432,63000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,48205,48205,78734,92784,60999,67013,63394,63394,62738,62738,55493,78886,84765,116374,106079,106079,78711,78711,63000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CSG,COMPUTER SCIENCE & DESIGN,67103,67103,108670,108670,89458,89458,67103,67103,87924,93673,113854,113854,122385,122476,109761,109761,112403,112403,63000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,75232,75232,107804,107804,94224,94224,98964,98964,90919,99149,113553,113553,125445,125445,122816,122816,115944,115944,63000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,48365,48365,116638,116638,112298,117075,48365,48365,114845,118017,48365,48365,125638,125638,122908,122908,48365,117472,63000,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,MEC,MECHANICAL ENGINEERING,117472,117472,117472,117472,117472,117472,117472,117472,117472,117472,117472,117472,120267,120267,123453,123453,117472,117472,63000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,72863,72863,90553,90553,80915,81412,91179,91179,90737,90737,72863,74459,123396,125484,123144,123144,103545,103545,60000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,62319,62319,95505,95505,79824,80458,62319,62319,69690,70314,86051,102427,121787,121787,119299,119730,96950,97195,60000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,54814,75624,116215,116215,100535,100535,54814,94332,105909,105909,98064,98064,125638,125638,106142,107540,106534,106534,60000,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,111511,111511,116532,117667,118471,118471,111511,111511,111511,111511,112226,112226,125027,125027,124479,124479,111511,114945,60000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,32577,32577,53451,70690,35928,42662,54742,54742,38014,38014,54573,71253,88251,113681,76350,79376,34011,34403,105000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),29038,29109,56924,61744,40860,41111,108516,108516,36645,40613,60524,85311,81620,88034,72573,85309,32115,33894,105000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,18210,18210,37321,41696,26548,27614,29457,54908,25124,25288,43872,60908,50601,50601,36311,56357,22601,22601,105000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",30544,31527,55588,57423,37494,38462,32731,32731,32709,37386,58480,67134,94074,107908,65960,68531,30544,31527,105000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,38761,43707,83682,83682,52700,56973,52567,52567,52468,54148,66458,75616,113199,119597,82017,112073,43782,43782,105000,JNTUH
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,INF,INFORMATION TECHNOLOGY,30830,32481,58668,81300,42505,43144,94341,94341,38689,39977,63806,83678,96938,110095,62691,93463,30830,33074,105000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,14975,14975,20584,39100,19488,23183,77387,77387,21507,24890,35192,35192,53685,74005,53403,53403,15464,15464,115000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,65500,108011,97728,108011,102726,114820,65500,108011,104164,108011,110253,110253,124647,124796,119197,119197,65500,108011,115000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),15678,15977,36744,42962,20272,21532,15678,89041,21069,22579,38114,63611,52103,78857,42475,72026,15678,16117,115000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),13383,14035,28155,29214,16604,17325,13383,14035,17419,20254,13383,42590,45841,45841,35275,52988,13383,14035,115000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,10693,10693,22139,28210,14405,14916,10693,39951,13192,13710,23148,33609,30101,32391,22341,33927,11054,11054,115000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",13131,13131,27499,36502,18897,18897,26004,26004,16066,19887,28185,46150,43079,47597,30582,65562,13162,13177,115000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,28934,32901,68884,76259,41775,42500,67777,67777,39946,39946,86921,118127,105029,110589,55614,83175,32383,32901,115000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,49533,61980,79841,91190,71380,80936,79511,79511,79397,79939,87693,98555,121772,126008,77386,78848,67970,97824,115000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,13200,13200,31570,32611,19697,20622,13200,13200,19920,21072,34567,34567,50937,55490,39412,39412,14763,14763,115000,JNTUH
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,75896,108161,98882,109624,83128,114798,75896,108161,113987,115017,75896,108161,125799,125799,118982,118982,111572,111572,115000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,26323,27514,59015,83051,33831,36487,30082,48847,29646,33269,44532,44532,82555,87573,60364,87257,27489,27514,110000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),25242,25492,44339,62969,35315,35315,109594,109594,30259,30259,35987,93928,77391,94145,58680,88257,25242,25492,110000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,17752,17962,32798,38868,22279,23985,56300,56300,22591,22904,34397,49314,49131,49131,39280,48272,20017,20090,110000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",22441,23390,44250,67147,32497,33285,52860,52860,27442,27442,46189,64671,72337,80045,51338,90773,23360,23390,110000,JNTUH
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,37881,37881,83801,103578,55683,56367,52312,52864,51675,51708,110098,110098,120870,124608,81469,110320,45363,47029,110000,JNTUH
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),31053,31053,48463,77189,43293,45285,31053,31053,35147,45436,62023,62023,84837,109016,51328,75959,34208,38238,75000,JNTUH
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),34725,34925,60841,72366,44417,46029,34725,42497,40642,40642,67259,99331,96983,109960,78435,100313,35528,35740,75000,JNTUH
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSE,COMPUTER SCIENCE AND ENGINEERING,22705,24200,37656,41986,30230,30457,22705,66986,27813,27813,43078,65122,58488,63260,45534,45534,26212,26212,75000,JNTUH
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",34404,35297,62486,78614,41351,45638,69495,69495,45016,45614,63191,69163,96673,117964,70988,112064,35683,37511,75000,JNTUH
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,44286,46784,91014,91014,63193,65672,44286,56578,56257,56257,114592,114592,121992,125439,91704,119210,53618,53618,75000,JNTUH
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,INF,INFORMATION TECHNOLOGY,31123,31123,67722,84091,43553,43553,40684,40684,40635,41091,59349,67346,97154,119766,68174,70758,34414,34414,75000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,42377,53729,104171,104171,107852,107852,49618,112803,75790,75790,61787,112815,120150,124051,53908,71279,96334,96334,150000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),5561,6120,17878,20079,8257,8675,5561,6120,8051,8051,18086,27991,30955,32471,23343,28910,5951,6333,150000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),5147,5802,17127,17127,7861,7935,5147,21460,7032,10328,18919,37544,27162,28046,20790,23730,5772,5974,150000,JNTUH
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,3370,4265,10011,10011,4925,5569,7712,7712,5692,6003,10533,19210,15705,17330,7766,20208,4358,4856,150000,JNTUH
